date,pm25
24/11/2019,2.530332068
25/11/2019,1.528197329
26/11/2019,2.199347222
27/11/2019,2.242714171
28/11/2019,3.797014925
29/11/2019,4.436196498
30/11/2019,3.269313573
1/12/2019,2.245719585
2/12/2019,4.652573529
3/12/2019,11.19993414
4/12/2019,10.49644416
5/12/2019,13.4220274
6/12/2019,8.150573248
7/12/2019,7.255238095
8/12/2019,10.6369555
9/12/2019,9.667007042
10/12/2019,7.760916667
11/12/2019,6.858170732
12/12/2019,10.66898894
13/12/2019,7.875502915
14/12/2019,6.810938023
15/12/2019,10.43471413
16/12/2019,7.555564738
6/1/2020,3.441084599
7/1/2020,3.891897151
8/1/2020,1.896900709
9/1/2020,2.122911765
10/1/2020,3.367832267
11/1/2020,3.921714891
12/1/2020,4.017042747
13/1/2020,2.62537518
14/1/2020,4.013221668
15/1/2020,3.221228198
16/1/2020,7.43190407
17/1/2020,8.115254597
18/1/2020,5.504172043
19/1/2020,5.966728704
20/1/2020,3.031646796
21/1/2020,2.658485075
22/1/2020,2.723493976
23/1/2020,2.171136024
24/1/2020,2.249215278
25/1/2020,2.539446809
26/1/2020,4.330956036
27/1/2020,2.373263889
28/1/2020,2.852086231
29/1/2020,1.359305556
30/1/2020,1.594915572
31/1/2020,3.608243137
1/2/2020,4.783052709
2/2/2020,4.694324324
25/2/2020,8.788
12/8/2020,2.685099541
13/8/2020,1.823979167
14/8/2020,1.964458333
15/8/2020,2.381284722
16/8/2020,2.774395833
17/8/2020,2.605895833
18/8/2020,2.908151494
19/8/2020,2.4611875
20/8/2020,2.495694444
21/8/2020,3.586986111
22/8/2020,2.268284722
23/8/2020,3.0720625
24/8/2020,2.624083333
25/8/2020,2.221020833
26/8/2020,2.901416667
27/8/2020,3.862319444
28/8/2020,3.268805556
29/8/2020,3.208332175
30/8/2020,2.968861111
31/8/2020,3.121930556
1/9/2020,2.977222222
2/9/2020,2.394256944
3/9/2020,2.033479167
4/9/2020,2.986743056
5/9/2020,2.673333333
6/9/2020,2.370895833
7/9/2020,1.644569444
8/9/2020,2.557597222
9/9/2020,3.021092105
17/9/2020,1.398552632
18/9/2020,1.749375
19/9/2020,2.46495483
20/9/2020,1.246319444
21/9/2020,2.504756944
22/9/2020,3.127576389
23/9/2020,1.751631944
24/9/2020,3.634902778
25/9/2020,5.181013889
26/9/2020,1.877854167
27/9/2020,2.605520833
28/9/2020,2.544388889
29/9/2020,3.888222222
30/9/2020,1.806965278
1/10/2020,2.7101875
2/10/2020,19.05454482
3/10/2020,35.52850694
4/10/2020,32.95875694
5/10/2020,47.54279907
2/1/2024,12.39383333
8/1/2024,27.76247619
11/1/2024,21.20628713
23/4/2025,8.217375
24/4/2025,8.912387097
25/4/2025,11.52393352
26/4/2025,11.18273908
27/4/2025,5.762381944
28/4/2025,9.865472222
29/4/2025,10.21382308
30/4/2025,11.4002959
1/5/2025,14.48435688
2/5/2025,10.94233333
3/5/2025,7.62181616
4/5/2025,6.032220367
5/5/2025,6.719111111
6/5/2025,11.97252525
7/5/2025,14.54381356
8/5/2025,16.33806944
9/5/2025,9.681478455
10/5/2025,14.44698611
11/5/2025,13.06303258
12/5/2025,8.355027322
13/5/2025,11.26634722
14/5/2025,10.78089676
15/5/2025,11.85866242
16/5/2025,11.22712752
17/5/2025,9.692048823
18/5/2025,9.088493056
19/5/2025,13.00731944
20/5/2025,14.62085176
21/5/2025,9.906058872
22/5/2025,8.892555556
23/5/2025,5.541862263
24/5/2025,8.095597222
25/5/2025,5.450044326
26/5/2025,4.63815309
27/5/2025,5.900540541
28/5/2025,6.868229599
29/5/2025,5.161284091
3/6/2025,11.88559415
4/6/2025,8.793083333
5/6/2025,12.36532904
6/6/2025,13.52713889
7/6/2025,19.00253629
8/6/2025,8.136493711
9/6/2025,7.440800278
10/6/2025,7.405970288
11/6/2025,7.405367273
12/6/2025,12.40782166
13/6/2025,14.5573207
14/6/2025,17.84915525
15/6/2025,13.07881944
16/6/2025,18.57343082
17/6/2025,12.66082798
18/6/2025,8.713902778
19/6/2025,5.420917768
20/6/2025,2.815
21/6/2025,12.94223611
22/6/2025,7.337836538
23/6/2025,15.92531712
24/6/2025,12.32866719
25/6/2025,12.95922882
26/6/2025,16.00491957
27/6/2025,18.29770944
28/6/2025,17.85024862
29/6/2025,13.1489048
30/6/2025,25.924375
1/7/2025,16.39260638
2/7/2025,15.09394847
3/7/2025,5.345222222
4/7/2025,12.27181165
5/7/2025,16.2670761
6/7/2025,9.217285933
7/7/2025,13.57508937
8/7/2025,6.31812452
9/7/2025,15.505875
10/7/2025,11.98246334
11/7/2025,14.99643646
